no polarizar,,,polarizer horizontal,,,polarizer vertical,
"Polarization of Light 'Brewsters' Data File Wed, Mar 15, 2023 10:34 AM",,,"Polarization of Light 'Brewsters' Data File Wed, Mar 15, 2023 10:40 AM",,,"Polarization of Light 'Brewsters' Data File Wed, Mar 15, 2023 10:43 AM",
Sensor Position (Degrees),Light Intensity (Volts),,Sensor Position (Degrees),Light Intensity (Volts),,Sensor Position (Degrees),Light Intensity (Volts)
260.53333,0.10803,,230.73333,0.16618,,257.23333,0.09096
260.73333,0.10707,,230.73333,0.15797,,257.25,0.08854
260.93333,0.109,,230.73333,0.15861,,257.25,0.08903
261.1,0.10513,,230.73333,0.15894,,257.25,0.08532
261.25,0.10852,,230.73333,0.15878,,257.26667,0.08129
261.36667,0.10224,,230.73333,0.15636,,257.26667,0.08677
261.48333,0.10852,,230.73333,0.15571,,257.28333,0.08291
261.6,0.10916,,230.73333,0.15716,,257.31667,0.085
261.7,0.10852,,230.73333,0.16812,,257.35,0.08146
261.81667,0.1119,,230.73333,0.16055,,257.36667,0.08162
261.96667,0.10723,,230.73333,0.15813,,257.38333,0.08307
262.13333,0.10449,,230.73333,0.15765,,257.38333,0.08178
262.36667,0.10546,,230.73333,0.15394,,257.4,0.08323
262.56667,0.10401,,230.73333,0.1599,,257.4,0.07904
262.75,0.10207,,230.73333,0.16151,,257.4,0.08258
262.96667,0.09241,,230.73333,0.15298,,257.4,0.08194
263.2,0.10062,,230.73333,0.15426,,257.4,0.08548
263.33333,0.10546,,230.73333,0.15426,,257.4,0.08081
263.4,0.10127,,230.73333,0.15555,,257.4,0.08242
263.43333,0.10207,,230.73333,0.15507,,257.4,0.08081
263.46667,0.10175,,230.75,0.15394,,257.41667,0.08291
263.53333,0.09885,,230.75,0.15088,,257.43333,0.07743
263.61667,0.09692,,230.75,0.15894,,257.45,0.08001
263.68333,0.08323,,230.75,0.15298,,257.48333,0.07791
263.81667,0.07002,,230.76667,0.15426,,257.5,0.08081
263.95,0.0552,,230.83333,0.15491,,257.51667,0.07856
264.06667,0.04312,,230.98333,0.15523,,257.51667,0.07533
264.13333,0.03378,,231.23333,0.14814,,257.51667,0.07678
264.21667,0.03555,,231.5,0.14476,,257.53333,0.07872
264.3,0.03539,,231.78333,0.13075,,257.53333,0.07727
264.41667,0.0697,,232.08333,0.14218,,257.53333,0.0784
264.53333,0.0784,,232.33333,0.12253,,257.53333,0.07646
264.65,0.08017,,232.53333,0.08355,,257.53333,0.07872
264.8,0.08613,,232.68333,0.07405,,257.55,0.07904
264.91667,0.08999,,232.81667,0.06309,,257.58333,0.07244
265.01667,0.08597,,232.98333,0.0647,,257.63333,0.06615
265.13333,0.08516,,233.13333,0.07405,,257.68333,0.06052
265.28333,0.08468,,233.31667,0.10385,,257.73333,0.05327
265.43333,0.09225,,233.45,0.12157,,257.75,0.03345
265.56667,0.09756,,233.55,0.11577,,257.76667,0.00591
265.71667,0.09837,,233.65,0.12575,,257.78333,0.01026
265.86667,0.08822,,233.76667,0.13767,,257.8,0.00768
266.01667,0.08806,,233.86667,0.1483,,257.83333,0.008
266.23333,0.09128,,233.95,0.15426,,257.83333,0.01831
266.46667,0.09628,,234.06667,0.17424,,257.86667,0.04022
266.63333,0.0937,,234.28333,0.17649,,257.86667,0.03829
266.76667,0.09096,,234.5,0.17923,,257.88333,0.03313
266.86667,0.08742,,234.7,0.18423,,257.91667,0.06358
266.96667,0.08677,,234.9,0.18149,,257.95,0.06889
267.08333,0.085,,235.05,0.18616,,258,0.05939
267.2,0.07968,,235.18333,0.18632,,258.11667,0.07002
267.31667,0.06857,,235.33333,0.18471,,258.31667,0.07131
267.43333,0.05842,,235.41667,0.17666,,258.53333,0.08274
267.56667,0.04924,,235.45,0.17585,,258.71667,0.08645
267.71667,0.0407,,235.5,0.17279,,258.86667,0.08887
267.86667,0.05568,,235.55,0.17649,,258.98333,0.085
268.01667,0.05311,,235.6,0.17053,,259.05,0.08677
268.15,0.07501,,235.65,0.16457,,259.13333,0.08597
268.3,0.08242,,235.71667,0.16474,,259.25,0.08436
268.41667,0.08403,,235.83333,0.17247,,259.38333,0.08564
268.55,0.08581,,235.98333,0.18551,,259.5,0.0821
268.65,0.08645,,236.13333,0.19067,,259.61667,0.07856
268.71667,0.08484,,236.28333,0.1918,,259.75,0.07904
268.78333,0.08419,,236.41667,0.19099,,259.85,0.07695
268.83333,0.07324,,236.55,0.19437,,259.95,0.07727
268.91667,0.05391,,236.66667,0.19115,,260.06667,0.07211
269,0.02089,,236.83333,0.18648,,260.16667,0.06857
269.11667,0.01412,,236.98333,0.17859,,260.28333,0.05955
269.21667,0.00156,,237.08333,0.1831,,260.41667,0.05601
269.35,0.01992,,237.13333,0.18423,,260.55,0.04715
269.48333,0.03555,,237.21667,0.19454,,260.73333,0.04344
269.61667,0.04425,,237.3,0.21161,,260.88333,0.03845
269.7,0.03845,,237.4,0.1947,,261.05,0.04247
269.8,0.0014,,237.46667,0.19615,,261.21667,0.03555
269.88333,0.00075,,237.46667,0.1976,,261.4,0.0407
269.93333,-0.0015,,237.45,0.19405,,261.56667,0.0552
269.98333,-0.00182,,237.45,0.19711,,261.75,0.05826
270.01667,-0.00134,,237.45,0.19695,,261.93333,0.07244
270.06667,-0.00021,,237.45,0.19888,,262.1,0.07276
270.11667,-0.00005,,237.45,0.19518,,262.25,0.07437
270.18333,0.00108,,237.45,0.19454,,262.4,0.07662
270.25,0.00092,,237.45,0.19341,,262.5,0.07711
270.31667,0.00253,,237.45,0.19921,,262.61667,0.07501
270.4,0.04199,,237.45,0.2005,,262.73333,0.07695
270.46667,0.05439,,237.46667,0.20033,,262.86667,0.07582
270.55,0.05617,,237.5,0.20001,,263.01667,0.07372
270.63333,0.05311,,237.56667,0.20066,,263.18333,0.07743
270.7,0.05697,,237.71667,0.1984,,263.35,0.0697
270.75,0.05601,,237.95,0.20001,,263.5,0.0552
270.81667,0.05745,,238.2,0.20227,,263.61667,0.05246
270.9,0.06374,,238.4,0.20259,,263.71667,0.06084
270.98333,0.07082,,238.58333,0.20356,,263.81667,0.06116
271.03333,0.07324,,238.81667,0.20388,,263.91667,0.06664
271.1,0.07582,,239.06667,0.20887,,264.01667,0.0705
271.16667,0.06986,,239.31667,0.20694,,264.1,0.06921
271.25,0.07389,,239.56667,0.19437,,264.16667,0.0734
271.31667,0.0726,,239.85,0.17037,,264.23333,0.06889
271.38333,0.07469,,240.15,0.14057,,264.28333,0.07276
271.43333,0.07179,,240.45,0.09128,,264.36667,0.07131
271.48333,0.06809,,240.71667,0.10272,,264.45,0.07389
271.51667,0.0676,,240.91667,0.1388,,264.53333,0.06905
271.53333,0.06664,,241.1,0.10594,,264.6,0.07324
271.53333,0.07002,,241.28333,0.08065,,264.68333,0.06551
271.55,0.0705,,241.45,0.0581,,264.76667,0.06889
271.58333,0.06744,,241.61667,0.03297,,264.86667,0.06744
271.61667,0.0668,,241.78333,0.0312,,265,0.06567
271.65,0.06567,,241.93333,0.04199,,265.13333,0.06293
271.68333,0.06696,,242.1,0.04328,,265.25,0.06277
271.71667,0.06696,,242.23333,0.08452,,265.33333,0.0647
271.75,0.06213,,242.35,0.13961,,265.41667,0.06197
271.86667,0.05617,,242.46667,0.16538,,265.46667,0.06003
272.08333,0.05552,,242.56667,0.19164,,265.51667,0.05971
272.2,0.05294,,242.75,0.20839,,265.6,0.06052
272.25,0.05085,,243.01667,0.22675,,265.68333,0.05633
272.3,0.05262,,243.26667,0.23384,,265.76667,0.05166
272.4,0.04698,,243.45,0.23529,,265.85,0.05584
272.53333,0.05311,,243.6,0.23642,,265.93333,0.05021
272.68333,0.04247,,243.7,0.23754,,266.01667,0.05182
272.81667,0.03523,,243.8,0.23771,,266.11667,0.04698
272.98333,0.02314,,243.93333,0.24189,,266.21667,0.06084
273.18333,0.02508,,244.1,0.23819,,266.33333,0.05987
273.4,0.0457,,244.28333,0.23593,,266.45,0.06003
273.55,0.05439,,244.46667,0.23851,,266.53333,0.06454
273.73333,0.061,,244.66667,0.22691,,266.61667,0.06052
273.93333,0.06873,,244.85,0.22224,,266.68333,0.06599
274.11667,0.06905,,245.06667,0.22772,,266.75,0.06068
274.28333,0.06937,,245.25,0.22417,,266.83333,0.06261
274.45,0.0726,,245.38333,0.22272,,266.91667,0.05971
274.58333,0.07002,,245.53333,0.23336,,267,0.05955
274.75,0.07099,,245.66667,0.24141,,267.06667,0.05762
274.93333,0.06728,,245.78333,0.25446,,267.15,0.05294
275.11667,0.0639,,245.86667,0.25446,,267.21667,0.0523
275.21667,0.06213,,245.93333,0.25269,,267.31667,0.05149
275.26667,0.0668,,246.03333,0.25091,,267.41667,0.04747
275.38333,0.06712,,246.06667,0.25172,,267.51667,0.05488
275.51667,0.06503,,246.08333,0.25269,,267.6,0.04876
275.63333,0.03329,,246.06667,0.25542,,267.7,0.04763
275.7,-0.00166,,246.06667,0.25414,,267.8,0.04392
275.78333,-0.00198,,246.06667,0.2543,,267.93333,0.04876
275.9,-0.00021,,246.06667,0.2543,,268.06667,0.04827
276.03333,-0.00376,,246.06667,0.25252,,268.18333,0.03635
276.11667,-0.00102,,246.06667,0.2543,,268.3,0.02701
276.2,-0.00263,,246.06667,0.25462,,268.41667,0.02604
276.3,-0.00263,,246.06667,0.25414,,268.55,0.02105
276.45,-0.0007,,246.08333,0.25108,,268.7,0.01896
276.6,0.02782,,246.11667,0.24866,,268.85,0.02234
276.81667,0.0254,,246.25,0.2551,,269,0.03974
277,0.03619,,246.36667,0.24995,,269.15,0.05005
277.1,0.03941,,246.53333,0.25027,,269.28333,0.0581
277.15,0.03796,,246.81667,0.25027,,269.4,0.06084
277.23333,0.04908,,247.2,0.25945,,269.48333,0.05939
277.33333,0.05423,,247.6,0.27508,,269.6,0.05665
277.45,0.06003,,247.96667,0.26461,,269.7,0.05729
277.5,0.06197,,248.35,0.26509,,269.81667,0.05907
277.53333,0.06148,,248.66667,0.26058,,269.95,0.0589
277.58333,0.06003,,248.88333,0.27153,,270.06667,0.05713
277.63333,0.06519,,249.08333,0.26187,,270.18333,0.05697
277.68333,0.06261,,249.33333,0.25333,,270.3,0.05987
277.76667,0.06213,,249.61667,0.24431,,270.41667,0.04747
277.85,0.06229,,249.88333,0.23352,,270.56667,0.0312
277.93333,0.06213,,250.06667,0.24818,,270.68333,0.02459
278.03333,0.06406,,250.21667,0.26396,,270.8,0.0101
278.15,0.05858,,250.36667,0.27604,,270.91667,0.0101
278.28333,0.05085,,250.51667,0.27926,,270.98333,0.00688
278.48333,0.04425,,250.7,0.27588,,271.03333,0.01348
278.65,0.05182,,250.93333,0.27926,,271.06667,0.02073
278.73333,0.05939,,251.1,0.2849,,271.1,0.02814
278.8,0.05874,,251.2,0.28152,,271.11667,0.03136
278.85,0.0647,,251.26667,0.28184,,271.13333,0.03974
278.93333,0.06261,,251.26667,0.28474,,271.15,0.0494
278.98333,0.06035,,251.25,0.2849,,271.16667,0.04956
279.06667,0.05939,,251.25,0.28539,,271.16667,0.05536
279.16667,0.06052,,251.25,0.28539,,271.18333,0.05423
279.21667,0.06422,,251.23333,0.2841,,271.18333,0.05858
279.26667,0.06132,,251.23333,0.28281,,271.18333,0.05745
279.31667,0.06293,,251.23333,0.28361,,271.18333,0.04924
279.4,0.05826,,251.23333,0.28249,,271.18333,0.05488
279.5,0.05826,,251.23333,0.28361,,271.18333,0.05617
279.6,0.05794,,251.23333,0.2812,,271.2,0.05778
279.68333,0.06116,,251.23333,0.28458,,271.2,0.05826
279.73333,0.05762,,251.23333,0.28216,,271.21667,0.05649
279.78333,0.05407,,251.23333,0.2841,,271.21667,0.05568
279.85,0.05359,,251.23333,0.28828,,271.21667,0.05311
279.9,0.05085,,251.25,0.28748,,271.21667,0.02959
279.96667,0.05182,,251.25,0.28635,,271.21667,-0.0015
280.01667,0.04988,,251.25,0.28667,,271.21667,-0.00102
280.11667,0.05069,,251.25,0.28345,,271.21667,-0.00118
280.23333,0.03345,,251.25,0.28458,,271.21667,-0.00037
280.33333,0.02749,,251.25,0.28023,,271.21667,-0.00118
280.43333,0.02492,,251.25,0.27556,,271.21667,0.00108
280.51667,0.02089,,251.26667,0.28007,,271.21667,-0.00005
280.58333,0.01686,,251.31667,0.28297,,271.21667,0.00172
280.66667,0.01235,,251.38333,0.28168,,271.21667,0.0014
280.76667,0.01203,,251.55,0.28458,,271.21667,0.00092
280.88333,0.01702,,251.71667,0.28474,,271.21667,0.00124
280.98333,0.00768,,251.88333,0.27991,,271.23333,0.00027
281.08333,0.0043,,252.06667,0.26509,,271.25,0.00301
281.18333,0.00414,,252.25,0.28329,,271.26667,0.00253
281.26667,0.00333,,252.48333,0.28973,,271.4,0.02008
281.36667,0.00092,,252.71667,0.29247,,271.61667,0.03426
281.48333,-0.00198,,253,0.29167,,271.86667,0.04827
281.61667,-0.00198,,253.3,0.29247,,272.1,0.04908
281.76667,-0.00102,,253.58333,0.29618,,272.3,0.05005
281.88333,-0.00263,,253.88333,0.29296,,272.41667,0.05166
281.98333,-0.00198,,254.16667,0.26799,,272.46667,0.05021
282.08333,0.00043,,254.43333,0.23899,,272.5,0.04908
282.21667,-0.00037,,254.7,0.21676,,272.51667,0.04988
282.35,0.00092,,254.95,0.16925,,272.56667,0.04843
282.45,0.02975,,255.11667,0.04779,,272.61667,0.04521
282.55,0.03007,,255.28333,0.09466,,272.65,0.03668
282.63333,0.04731,,255.45,0.14154,,272.66667,0.02798
282.71667,0.04972,,255.6,0.18374,,272.68333,0.03313
282.78333,0.04151,,255.75,0.22256,,272.7,0.03249
282.86667,0.03474,,255.9,0.26026,,272.73333,0.03458
282.93333,0.03023,,256.08333,0.28506,,272.75,0.03168
283.05,0.02685,,256.23333,0.30375,,272.8,0.03216
283.16667,0.01831,,256.4,0.3139,,272.81667,0.03313
283.3,0.008,,256.58333,0.31631,,272.83333,0.03555
283.41667,0.00365,,256.7,0.32018,,272.93333,0.03458
283.51667,0.00607,,256.83333,0.32002,,273.11667,0.03265
283.58333,0.01106,,257,0.31728,,273.28333,0.02395
283.65,0.01428,,257.16667,0.31905,,273.41667,0.02492
283.73333,0.01831,,257.35,0.31116,,273.5,0.02169
283.85,0.03361,,257.51667,0.31776,,273.63333,0.01767
283.95,0.04425,,257.68333,0.31293,,273.78333,0.0043
284.05,0.0341,,257.83333,0.31792,,273.96667,0.00591
284.15,0.05697,,258,0.3226,,274.1,0.01702
284.21667,0.05294,,258.11667,0.32678,,274.21667,0.04086
284.3,0.05166,,258.18333,0.32549,,274.38333,0.04457
284.36667,0.04843,,258.25,0.31921,,274.56667,0.04956
284.45,0.04795,,258.3,0.31325,,274.7,0.04779
284.5,0.05649,,258.35,0.31454,,274.8,0.04908
284.55,0.05117,,258.4,0.31148,,274.9,0.05021
284.63333,0.05133,,258.43333,0.32243,,275.01667,0.0465
284.71667,0.05246,,258.48333,0.33806,,275.11667,0.04328
284.78333,0.04779,,258.53333,0.33629,,275.25,0.04795
284.85,0.05423,,258.6,0.33355,,275.4,0.0465
284.91667,0.04956,,258.68333,0.32453,,275.51667,0.04521
284.98333,0.04682,,258.75,0.32421,,275.65,0.04457
285.03333,0.04843,,258.83333,0.32662,,275.75,0.0457
285.05,0.04505,,258.93333,0.33081,,275.85,0.04441
285.08333,0.05133,,259.05,0.34064,,275.95,0.04795
285.16667,0.05117,,259.2,0.33758,,276.08333,0.04151
285.26667,0.05069,,259.33333,0.33854,,276.21667,0.04151
285.36667,0.05069,,259.46667,0.34241,,276.33333,0.03523
285.45,0.04296,,259.58333,0.33194,,276.45,0.03506
285.53333,0.04408,,259.71667,0.24673,,276.53333,0.03587
285.65,0.03845,,259.85,0.04586,,276.6,0.03668
285.76667,0.03555,,259.98333,0.03458,,276.68333,0.03442
285.9,0.03104,,260.1,0.07115,,276.76667,0.04022
286,0.03458,,260.23333,0.1351,,276.86667,0.03764
286.1,0.03152,,260.38333,0.19373,,276.98333,0.04199
286.21667,0.032,,260.51667,0.24431,,277.05,0.04199
286.33333,0.02959,,260.66667,0.27395,,277.18333,0.04151
286.45,0.03426,,260.85,0.30488,,277.25,0.04151
286.55,0.03055,,261.01667,0.32614,,277.31667,0.04392
286.65,0.02991,,261.2,0.34402,,277.38333,0.04086
286.73333,0.04408,,261.35,0.35336,,277.45,0.04038
286.76667,0.04473,,261.53333,0.35352,,277.55,0.04086
286.78333,0.04344,,261.7,0.35111,,277.65,0.03184
286.81667,0.04376,,261.88333,0.35465,,277.75,0.03426
286.85,0.04698,,262.1,0.36238,,277.86667,0.02749
286.95,0.04296,,262.33333,0.35642,,277.95,0.02266
287.11667,0.04022,,262.53333,0.36625,,278.05,0.01203
287.43333,0.04586,,262.73333,0.36496,,278.11667,0.00736
287.7,0.05021,,262.95,0.36399,,278.18333,0.00269
287.86667,0.04634,,263.15,0.36625,,278.26667,0.0014
288.01667,0.04924,,263.31667,0.3648,,278.41667,0.00188
288.18333,0.04908,,263.48333,0.36738,,278.51667,0.0022
288.33333,0.04747,,263.6,0.36818,,278.6,-0.00086
288.51667,0.04553,,263.78333,0.36577,,278.68333,0.00075
288.73333,0.04231,,263.98333,0.3648,,278.8,0.00478
288.98333,0.04441,,264.16667,0.37156,,278.96667,0.00398
289.23333,0.03394,,264.33333,0.3714,,279.11667,0.0262
289.48333,0.02443,,264.48333,0.37237,,279.23333,0.02137
289.75,0.01912,,264.66667,0.37301,,279.35,0.03361
289.96667,0.02846,,264.81667,0.37511,,279.46667,0.03168
290.2,0.04231,,265,0.37092,,279.56667,0.02959
290.4,0.04167,,265.18333,0.37881,,279.65,0.02089
290.56667,0.04473,,265.36667,0.37946,,279.71667,0.02314
290.73333,0.04425,,265.51667,0.37769,,279.81667,0.01557
290.9,0.04473,,265.65,0.37253,,279.91667,0.01412
291.05,0.04247,,265.78333,0.35481,,280,0.01412
291.15,0.0436,,265.91667,0.34096,,280.08333,0.0159
291.23333,0.0486,,266.05,0.32646,,280.18333,0.01928
291.31667,0.04344,,266.2,0.33516,,280.28333,0.02637
291.43333,0.04135,,266.36667,0.36399,,280.38333,0.02701
291.55,0.03829,,266.51667,0.38171,,280.48333,0.03313
291.68333,0.03587,,266.63333,0.38799,,280.61667,0.03764
291.8,0.02024,,266.71667,0.38284,,280.75,0.03764
291.9,0.02186,,266.83333,0.38203,,280.88333,0.03845
292,0.02089,,266.93333,0.37946,,280.98333,0.03909
292.08333,0.02314,,267.05,0.37897,,281.06667,0.03877
292.15,0.02685,,267.18333,0.3859,,281.15,0.03249
292.21667,0.03216,,267.31667,0.3851,,281.2,0.03329
292.3,0.03651,,267.43333,0.38848,,281.26667,0.02782
292.4,0.04167,,267.53333,0.38284,,281.33333,0.02846
292.48333,0.03893,,267.6,0.38268,,281.41667,0.02991
292.56667,0.03893,,267.68333,0.37076,,281.48333,0.02572
292.66667,0.04312,,267.75,0.36238,,281.56667,0.02331
292.75,0.04296,,267.85,0.3532,,281.63333,0.02943
292.81667,0.04473,,267.96667,0.34321,,281.73333,0.02653
292.91667,0.04634,,268.08333,0.3118,,281.81667,0.02604
293.05,0.04344,,268.2,0.2841,,281.88333,0.0291
293.21667,0.04183,,268.3,0.26235,,281.93333,0.0262
293.36667,0.03877,,268.43333,0.23964,,282.03333,0.0312
293.5,0.03829,,268.6,0.18954,,282.13333,0.03361
293.58333,0.03684,,268.75,0.16071,,282.18333,0.03796
293.63333,0.03877,,268.88333,0.23046,,282.21667,0.03297
293.66667,0.03941,,269.03333,0.31245,,282.25,0.03442
293.7,0.03603,,269.18333,0.37913,,282.31667,0.02975
293.75,0.03361,,269.33333,0.40056,,282.35,0.03104
293.81667,0.03394,,269.45,0.39299,,282.38333,0.02749
293.91667,0.02878,,269.56667,0.39734,,282.43333,0.02588
294.06667,0.03007,,269.68333,0.40169,,282.46667,0.01863
294.16667,0.03474,,269.83333,0.40426,,282.5,0.01573
294.21667,0.03829,,270,0.34321,,282.55,0.01058
294.3,0.03233,,270.15,0.09257,,282.6,0.0109
294.36667,0.037,,270.28333,0.06809,,282.66667,0.0072
294.41667,0.037,,270.4,0.1293,,282.73333,0.00575
294.51667,0.03909,,270.48333,0.2071,,282.78333,0.00414
294.66667,0.03732,,270.58333,0.27266,,282.83333,0.0043
294.8,0.03909,,270.68333,0.33548,,282.9,0.00301
294.88333,0.04151,,270.8,0.35513,,282.96667,0.01155
294.98333,0.03893,,270.91667,0.37044,,283.03333,0.0072
295.1,0.03684,,271.08333,0.38928,,283.11667,0.0101
295.18333,0.03974,,271.26667,0.40942,,283.21667,0.02105
295.3,0.03748,,271.43333,0.41328,,283.31667,0.01573
295.43333,0.04231,,271.56667,0.41103,,283.4,0.02105
295.56667,0.03716,,271.71667,0.41473,,283.48333,0.02701
295.71667,0.03007,,271.83333,0.41473,,283.58333,0.0262
295.88333,0.02991,,271.96667,0.41022,,283.7,0.0254
296.06667,0.02089,,272.1,0.41264,,283.81667,0.03233
296.21667,0.01831,,272.28333,0.41264,,283.91667,0.03426
296.35,0.01074,,272.45,0.41747,,284.01667,0.03394
296.51667,0.00446,,272.56667,0.40716,,284.15,0.03571
296.68333,-0.0007,,272.7,0.39814,,284.28333,0.03716
296.83333,0.0014,,272.81667,0.36834,,284.4,0.03651
296.96667,0.00027,,272.9,0.35707,,284.55,0.03378
297.08333,0.00043,,272.96667,0.35417,,284.73333,0.03329
297.16667,0.00236,,273.05,0.34708,,284.88333,0.03796
297.26667,0.00269,,273.13333,0.33741,,285.03333,0.03265
297.4,0.00494,,273.23333,0.31486,,285.13333,0.03136
297.53333,0.03088,,273.31667,0.28104,,285.25,0.03152
297.65,0.02991,,273.4,0.25639,,285.4,0.0312
297.76667,0.03603,,273.48333,0.23771,,285.55,0.02975
297.86667,0.03635,,273.58333,0.3023,,285.7,0.0283
297.96667,0.03651,,273.68333,0.37221,,285.83333,0.03055
298.05,0.03506,,273.78333,0.4223,,285.96667,0.03394
298.18333,0.03748,,273.91667,0.42633,,286.1,0.03216
298.33333,0.03764,,274.01667,0.39637,,286.25,0.03329
298.48333,0.03587,,274.11667,0.38735,,286.38333,0.03555
298.6,0.03426,,274.21667,0.39476,,286.5,0.03458
298.75,0.03313,,274.31667,0.39621,,286.63333,0.03249
298.91667,0.0312,,274.41667,0.39927,,286.73333,0.03023
299.05,0.03023,,274.53333,0.4099,,286.81667,0.03474
299.18333,0.02524,,274.66667,0.42359,,286.93333,0.032
299.33333,0.03088,,274.81667,0.43455,,287.03333,0.02846
299.46667,0.03442,,275,0.43374,,287.16667,0.02991
299.6,0.03651,,275.16667,0.43712,,287.28333,0.02862
299.71667,0.03603,,275.3,0.43745,,287.38333,0.03055
299.83333,0.03136,,275.43333,0.43745,,287.51667,0.02427
299.95,0.03587,,275.56667,0.44292,,287.63333,0.0283
300.08333,0.03297,,275.7,0.43841,,287.73333,0.02395
300.2,0.03184,,275.85,0.4455,,287.83333,0.03023
300.33333,0.03506,,276,0.4447,,287.91667,0.02604
300.46667,0.03104,,276.15,0.43374,,288,0.02427
300.63333,0.04151,,276.3,0.42069,,288.1,0.02041
300.83333,0.03072,,276.48333,0.3975,,288.2,0.02508
300.98333,0.03072,,276.63333,0.42263,,288.3,0.02443
301.13333,0.03216,,276.76667,0.4339,,288.4,0.02524
301.3,0.02798,,276.9,0.4302,,288.51667,0.02798
301.41667,0.02927,,277.05,0.41844,,288.6,0.02266
301.56667,0.02024,,277.25,0.37446,,288.73333,0.02202
301.7,0.02459,,277.45,0.34708,,288.83333,0.02186
301.83333,0.02846,,277.63333,0.38155,,288.95,0.01831
301.96667,0.02733,,277.8,0.42633,,289.05,0.01896
302.1,0.02331,,277.96667,0.44308,,289.15,0.01493
302.21667,0.02443,,278.15,0.44695,,289.26667,0.01235
302.33333,0.02862,,278.33333,0.44631,,289.38333,0.00881
302.45,0.02604,,278.5,0.32485,,289.5,0.01284
302.6,0.0291,,278.65,0.02202,,289.58333,0.01074
302.73333,0.03426,,278.78333,0.00961,,289.7,0.01767
302.86667,0.03265,,278.88333,0.00897,,289.78333,0.02137
302.98333,0.03442,,279,0.01267,,289.86667,0.01944
303.11667,0.03055,,279.13333,0.01557,,289.96667,0.02556
303.21667,0.0312,,279.28333,0.02749,,290.05,0.02959
303.3,0.03361,,279.41667,0.06696,,290.13333,0.03055
303.4,0.03233,,279.6,0.15555,,290.25,0.02314
303.53333,0.03072,,279.81667,0.24479,,290.38333,0.03039
303.65,0.03152,,280.03333,0.33532,,290.5,0.03152
303.75,0.02927,,280.25,0.38558,,290.61667,0.02701
303.88333,0.02943,,280.45,0.37559,,290.76667,0.032
304,0.02476,,280.66667,0.36899,,290.93333,0.03136
304.15,0.0188,,280.85,0.40636,,291.15,0.02975
304.28333,0.02282,,281.05,0.43648,,291.3,0.02975
304.36667,0.01026,,281.25,0.42665,,291.45,0.03007
304.41667,0.01026,,281.41667,0.32598,,291.58333,0.02749
304.5,0.00945,,281.6,0.13332,,291.7,0.0254
304.6,0.01235,,281.75,0.08355,,291.8,0.02701
304.73333,0.0109,,281.86667,0.08274,,291.91667,0.01928
304.88333,0.01493,,281.98333,0.11818,,292.06667,0.02492
305,0.013,,282.08333,0.18439,,292.21667,0.02041
305.1,0.0138,,282.16667,0.23883,,292.33333,0.01992
305.2,0.00752,,282.25,0.29102,,292.45,0.02234
305.26667,0.01155,,282.33333,0.34499,,292.55,0.01912
305.33333,0.01332,,282.4,0.36689,,292.66667,0.02476
305.43333,0.00494,,282.46667,0.40072,,292.75,0.02105
305.53333,0.00526,,282.53333,0.42102,,292.83333,0.02588
305.68333,0.00913,,282.6,0.43632,,292.9,0.02669
305.86667,0.01203,,282.65,0.44614,,292.98333,0.02798
305.96667,0.01638,,282.68333,0.45339,,293.1,0.02604
306.03333,0.01654,,282.73333,0.46177,,293.18333,0.02894
306.08333,0.01606,,282.8,0.45549,,293.25,0.02153
306.16667,0.02331,,282.88333,0.46451,,293.33333,0.02556
306.28333,0.02669,,282.96667,0.47965,,293.41667,0.02798
306.38333,0.02733,,283.08333,0.47482,,293.51667,0.02459
306.51667,0.02846,,283.21667,0.4687,,293.61667,0.02363
306.63333,0.02524,,283.33333,0.47739,,293.71667,0.02653
306.73333,0.02669,,283.43333,0.48448,,293.8,0.02331
306.81667,0.02572,,283.51667,0.47739,,293.9,0.02894
306.95,0.02057,,283.63333,0.48819,,294,0.02943
307.05,0.01912,,283.76667,0.49221,,294.08333,0.0254
307.15,0.01606,,283.9,0.49302,,294.18333,0.02588
307.21667,0.01541,,284.08333,0.47933,,294.28333,0.02202
307.28333,0.01364,,284.21667,0.48448,,294.41667,0.02572
307.33333,0.00994,,284.35,0.48062,,294.56667,0.0225
307.43333,0.00526,,284.46667,0.47772,,294.66667,0.01718
307.55,0.00607,,284.56667,0.47562,,294.73333,0.01541
307.68333,0.00204,,284.65,0.47015,,294.76667,0.01348
307.8,0.00188,,284.76667,0.47997,,294.8,0.01541
307.91667,0.00075,,284.88333,0.49076,,294.83333,0.01284
308.01667,-0.00102,,285,0.47772,,294.86667,0.01525
308.06667,-0.00198,,285.11667,0.48432,,294.93333,0.01219
308.13333,-0.00053,,285.25,0.48287,,294.98333,0.00704
308.2,-0.00263,,285.38333,0.48609,,295.01667,0.01139
308.26667,-0.00215,,285.51667,0.48448,,295.03333,0.0109
308.35,-0.00005,,285.66667,0.48142,,295.06667,0.0101
308.46667,-0.00311,,285.86667,0.47385,,295.11667,0.0101
308.56667,-0.00215,,286.08333,0.33967,,295.21667,0.02395
308.65,-0.00215,,286.31667,0.12914,,295.4,0.02282
308.73333,0.00156,,286.53333,0.02492,,295.61667,0.02459
308.8,0.00961,,286.7,0.01106,,295.76667,0.0225
308.88333,0.0225,,286.85,0.00526,,295.83333,0.0225
308.96667,0.02331,,286.96667,0.00994,,295.95,0.02443
